payment_event_id,transaction_id,attempt_number,payment_method,attempt_timestamp,latency_ms,status,amount_npr
PE000025665,T00024228,1,eSewa,2024-09-29 12:51:08,1414,success,437
PE000025666,T00024229,1,Khalti,2025-06-16 13:39:59,585,success,8034
PE000025667,T00024230,1,eSewa,2025-02-08 19:20:09,1468,success,1777
PE000025668,T00024231,1,ConnectIPS,2024-07-08 10:12:46,714,retry,17669
PE000025669,T00024231,2,ConnectIPS,2024-07-08 10:12:52,759,retry,17669
PE000025670,T00024231,3,ConnectIPS,2024-07-08 10:12:58,1503,success,17669
PE000025671,T00024232,1,Cash,2024-05-18 08:33:48,1112,success,6728
PE000025672,T00024233,1,Card,2024-12-29 12:16:06,1733,success,13675
PE000025673,T00024234,1,eSewa,2025-07-11 16:36:55,1963,success,5083
PE000025674,T00024235,1,FonePay,2025-01-20 11:02:21,418,success,7319
PE000025675,T00024236,1,FonePay,2024-08-02 17:48:18,1013,success,6799
PE000025676,T00024237,1,IME Pay,2024-05-22 20:05:00,1413,success,25332
PE000025677,T00024238,1,eSewa,2025-10-28 12:06:37,1566,success,4675
PE000025678,T00024239,1,Card,2024-10-30 18:40:44,1391,success,5510
PE000025679,T00024240,1,Khalti,2025-09-02 21:22:24,1247,success,7007
PE000025680,T00024241,1,FonePay,2024-12-16 20:49:42,2427,retry,1620
PE000025681,T00024241,2,FonePay,2024-12-16 20:49:48,1185,success,1620
PE000025682,T00024242,1,Khalti,2025-04-16 23:12:22,1396,success,19323
PE000025683,T00024243,1,IME Pay,2025-07-31 08:43:04,1108,success,1390
PE000025684,T00024244,1,Cash,2025-05-28 19:29:33,1210,success,2188
PE000025685,T00024245,1,Cash,2025-08-23 21:08:17,1707,success,1437
PE000025686,T00024246,1,eSewa,2024-01-26 11:56:01,1641,success,4006
PE000025687,T00024247,1,Khalti,2025-05-27 22:32:14,1793,success,1808
PE000025688,T00024248,1,Cash,2025-05-03 17:36:49,804,success,401
PE000025689,T00024249,1,IME Pay,2024-10-25 11:55:18,678,success,525
PE000025690,T00024250,1,Cash,2024-02-17 18:59:20,2107,success,3075
PE000025691,T00024251,1,Khalti,2024-08-02 09:22:00,1925,success,7439
PE000025692,T00024252,1,Khalti,2026-01-13 12:19:19,1578,success,3695
PE000025693,T00024253,1,FonePay,2024-02-13 13:45:47,1763,success,5169
PE000025694,T00024254,1,FonePay,2024-11-04 17:44:00,120,success,20729
PE000025695,T00024255,1,FonePay,2024-02-02 13:33:18,1302,success,749
PE000025696,T00024256,1,IME Pay,2025-08-13 14:48:13,1839,success,366
PE000025697,T00024257,1,FonePay,2024-06-23 16:34:39,927,success,3730
PE000025698,T00024258,1,eSewa,2024-02-17 13:40:00,1956,success,21110
PE000025699,T00024259,1,eSewa,2025-11-15 18:30:11,2057,success,1723
PE000025700,T00024260,1,Khalti,2024-01-10 14:32:32,956,success,2329
PE000025701,T00024261,1,eSewa,2024-08-11 20:32:08,1451,success,7918
PE000025702,T00024262,1,IME Pay,2025-05-14 10:58:55,1968,success,6566
PE000025703,T00024263,1,Khalti,2024-04-18 15:57:58,2099,success,6469
PE000025704,T00024264,1,Card,2024-04-06 14:50:02,1014,success,4591
PE000025705,T00024265,1,Card,2024-05-16 19:52:20,1403,success,81
PE000025706,T00024266,1,Cash,2024-03-18 13:37:55,891,success,1454
PE000025707,T00024267,1,eSewa,2025-11-27 17:00:48,690,retry,10919
PE000025708,T00024267,2,eSewa,2025-11-27 17:00:54,120,success,10919
PE000025709,T00024268,1,Card,2024-02-29 17:02:12,1718,success,8156
PE000025710,T00024269,1,IME Pay,2025-03-15 13:07:44,1060,success,244
PE000025711,T00024270,1,Cash,2024-04-23 19:54:16,1769,success,1867
PE000025712,T00024271,1,eSewa,2025-05-14 09:14:25,1922,success,2700
PE000025713,T00024272,1,eSewa,2025-05-04 10:48:39,1678,success,1342
PE000025714,T00024273,1,eSewa,2024-01-11 19:25:41,1494,success,12674
PE000025715,T00024274,1,IME Pay,2025-12-30 12:08:07,2622,success,6204
PE000025716,T00024275,1,eSewa,2024-07-03 17:21:59,1092,success,5163
PE000025717,T00024276,1,ConnectIPS,2024-01-12 20:48:11,1969,success,1245
PE000025718,T00024277,1,Khalti,2024-12-28 15:09:23,1369,success,2778
PE000025719,T00024278,1,eSewa,2024-01-02 20:14:23,886,success,1900
PE000025720,T00024279,1,FonePay,2024-12-08 18:13:07,332,retry,6788
PE000025721,T00024279,2,FonePay,2024-12-08 18:13:13,2400,success,6788
PE000025722,T00024280,1,eSewa,2024-04-17 20:05:38,1451,success,9962
PE000025723,T00024281,1,IME Pay,2026-01-16 19:24:29,1996,success,13262
PE000025724,T00024282,1,FonePay,2024-08-08 12:38:08,1633,success,13119
PE000025725,T00024283,1,Khalti,2026-02-21 09:24:53,2296,success,1138
PE000025726,T00024284,1,Cash,2025-06-15 13:59:31,1041,success,762
PE000025727,T00024285,1,Cash,2024-06-27 09:25:17,1040,success,8886
PE000025728,T00024286,1,Khalti,2025-02-01 14:48:31,1936,success,4030
PE000025729,T00024287,1,FonePay,2024-03-09 14:14:03,2494,success,3189
PE000025730,T00024288,1,FonePay,2025-07-23 19:58:25,990,success,754
PE000025731,T00024289,1,Card,2024-09-13 17:11:05,1178,success,2667
PE000025732,T00024290,1,Khalti,2025-10-28 11:30:06,2200,success,6936
PE000025733,T00024291,1,eSewa,2025-03-01 16:27:43,2098,retry,20028
PE000025734,T00024291,2,eSewa,2025-03-01 16:27:49,2170,success,20028
PE000025735,T00024292,1,Card,2024-02-28 19:44:06,2086,success,25413
PE000025736,T00024293,1,Card,2025-03-02 20:41:27,1808,success,2498
PE000025737,T00024294,1,eSewa,2025-04-29 13:08:44,2526,retry,3802
PE000025738,T00024294,2,eSewa,2025-04-29 13:08:50,2078,retry,3802
PE000025739,T00024294,3,eSewa,2025-04-29 13:08:56,1321,success,3802
PE000025740,T00024295,1,Cash,2024-10-24 08:53:36,1576,success,707
PE000025741,T00024296,1,Cash,2024-09-21 12:30:46,1464,success,1376
PE000025742,T00024297,1,IME Pay,2025-08-11 12:49:04,2014,success,19252
PE000025743,T00024298,1,Khalti,2025-12-19 21:57:01,1670,success,2397
PE000025744,T00024299,1,eSewa,2025-10-05 18:56:26,1826,success,7785
PE000025745,T00024300,1,IME Pay,2024-12-27 12:21:28,537,success,5648
PE000025746,T00024301,1,eSewa,2024-05-19 17:20:35,1012,success,2748
PE000025747,T00024302,1,Card,2025-04-09 16:41:32,770,success,1277
PE000025748,T00024303,1,Card,2025-10-09 18:09:46,1567,success,19908
PE000025749,T00024304,1,eSewa,2024-12-28 20:15:34,1587,success,11050
PE000025750,T00024305,1,Khalti,2025-06-06 16:05:36,1018,success,390
PE000025751,T00024306,1,Card,2026-01-17 20:15:05,529,success,10532
PE000025752,T00024307,1,IME Pay,2025-10-15 19:59:58,694,success,19883
PE000025753,T00024308,1,Khalti,2025-07-14 09:28:45,1724,success,2537
PE000025754,T00024309,1,FonePay,2025-01-07 18:03:31,588,success,72
PE000025755,T00024310,1,Card,2024-10-08 18:43:09,1894,success,42206
PE000025756,T00024311,1,Khalti,2025-10-18 19:15:17,1657,success,12379
PE000025757,T00024312,1,eSewa,2024-11-10 17:29:03,1051,success,50
PE000025758,T00024313,1,Card,2026-01-31 12:25:07,1550,success,2718
PE000025759,T00024314,1,eSewa,2025-04-26 08:07:50,1709,success,10069
PE000025760,T00024315,1,Cash,2024-02-09 12:00:39,2681,success,477
PE000025761,T00024316,1,Card,2024-08-11 09:32:13,2024,success,312
PE000025762,T00024317,1,IME Pay,2025-07-09 11:12:10,1680,success,164
PE000025763,T00024318,1,IME Pay,2024-03-15 15:10:33,1959,success,3720
PE000025764,T00024319,1,FonePay,2025-02-08 14:02:12,1073,success,11754
PE000025765,T00024320,1,Khalti,2025-09-12 16:16:35,912,success,16744
PE000025766,T00024321,1,eSewa,2024-06-23 17:54:19,1288,success,1003
PE000025767,T00024322,1,eSewa,2025-08-18 13:16:29,762,success,2194
PE000025768,T00024323,1,IME Pay,2025-04-12 09:23:43,939,success,19505
PE000025769,T00024324,1,Khalti,2024-10-06 18:19:57,1938,success,7242
PE000025770,T00024325,1,Card,2024-12-01 14:21:06,695,retry,2588
PE000025771,T00024325,2,Card,2024-12-01 14:21:12,1184,success,2588
PE000025772,T00024326,1,IME Pay,2024-03-28 17:39:39,1232,success,334
PE000025773,T00024327,1,IME Pay,2025-01-21 10:27:53,1628,success,5234
PE000025774,T00024328,1,eSewa,2026-02-04 14:21:29,1602,success,1701
PE000025775,T00024329,1,eSewa,2025-05-13 11:58:50,1435,success,4908
PE000025776,T00024330,1,Card,2025-02-09 22:39:50,1127,success,1261
PE000025777,T00024331,1,Card,2026-03-08 19:46:56,411,success,1668
PE000025778,T00024332,1,FonePay,2024-06-22 19:48:17,286,success,24546
PE000025779,T00024333,1,Card,2026-02-06 18:11:06,781,success,11257
PE000025780,T00024334,1,Cash,2025-01-16 16:18:43,943,success,9758
PE000025781,T00024335,1,IME Pay,2024-12-06 11:11:49,120,success,2076
PE000025782,T00024336,1,eSewa,2025-09-19 13:52:42,456,success,8259
PE000025783,T00024337,1,eSewa,2024-12-30 16:59:39,1843,retry,6816
PE000025784,T00024337,2,eSewa,2024-12-30 16:59:45,663,success,6816
PE000025785,T00024338,1,Khalti,2024-05-04 12:23:23,1281,success,4097
PE000025786,T00024339,1,eSewa,2024-06-23 21:46:29,1604,success,556
PE000025787,T00024340,1,eSewa,2026-02-21 20:06:11,1316,success,3319
PE000025788,T00024341,1,IME Pay,2025-01-30 09:29:00,955,success,22521
PE000025789,T00024342,1,ConnectIPS,2025-10-31 11:26:58,1461,success,18878
PE000025790,T00024343,1,Khalti,2025-07-26 16:28:16,1416,success,1957
PE000025791,T00024344,1,eSewa,2024-01-30 09:22:47,1267,success,29113
PE000025792,T00024345,1,FonePay,2024-12-08 17:21:29,711,success,11740
PE000025793,T00024346,1,Cash,2025-06-15 18:33:33,1614,success,1744
PE000025794,T00024347,1,Khalti,2025-04-12 18:42:48,1350,success,11523
PE000025795,T00024348,1,eSewa,2024-03-17 17:47:47,312,success,6479
PE000025796,T00024349,1,Card,2025-04-13 23:18:21,1043,success,14678
PE000025797,T00024350,1,Cash,2025-01-07 17:56:58,563,success,4864
PE000025798,T00024351,1,FonePay,2024-10-21 17:29:26,1849,success,14895
PE000025799,T00024352,1,FonePay,2024-07-04 17:18:49,1622,success,5287
PE000025800,T00024353,1,FonePay,2026-02-05 18:38:12,1213,success,10092
PE000025801,T00024354,1,Cash,2026-01-02 13:15:14,1712,success,11016
PE000025802,T00024355,1,Cash,2024-10-13 17:17:03,1093,success,9667
PE000025803,T00024356,1,eSewa,2026-01-05 19:59:17,2188,success,1096
PE000025804,T00024357,1,Khalti,2025-11-02 17:32:41,1794,success,8032
PE000025805,T00024358,1,FonePay,2024-12-29 13:09:37,1183,retry,5317
PE000025806,T00024358,2,FonePay,2024-12-29 13:09:43,1002,success,5317
PE000025807,T00024359,1,Card,2025-10-29 19:09:21,1455,success,20322
PE000025808,T00024360,1,eSewa,2024-11-03 16:46:32,1053,success,21218
PE000025809,T00024361,1,Card,2024-11-08 09:54:00,1564,success,1295
PE000025810,T00024362,1,Khalti,2024-08-17 13:54:23,2215,success,9421
PE000025811,T00024363,1,Cash,2025-03-03 16:46:49,2403,success,2479
PE000025812,T00024364,1,Cash,2026-01-28 17:16:07,1248,success,10403
PE000025813,T00024365,1,eSewa,2024-07-15 21:59:03,649,success,2105
PE000025814,T00024366,1,Card,2024-10-17 13:54:01,1390,success,8282
PE000025815,T00024367,1,Khalti,2025-07-20 15:47:36,1633,success,646
PE000025816,T00024368,1,Cash,2024-06-14 17:57:18,1304,success,13888
PE000025817,T00024369,1,FonePay,2024-09-16 19:29:18,1333,success,14574
PE000025818,T00024370,1,FonePay,2025-08-16 09:47:05,1113,success,7361
PE000025819,T00024371,1,eSewa,2025-02-21 17:46:32,1645,success,3172
PE000025820,T00024372,1,Card,2024-03-07 20:55:23,1313,success,9562
PE000025821,T00024373,1,Cash,2025-02-07 21:15:14,1700,success,2759
PE000025822,T00024374,1,eSewa,2025-12-10 17:16:42,1849,success,2132
PE000025823,T00024375,1,eSewa,2024-06-16 18:50:23,543,success,1744
PE000025824,T00024376,1,Khalti,2026-01-31 20:07:46,120,success,6626
PE000025825,T00024377,1,FonePay,2025-11-30 17:29:40,1816,retry,1011
PE000025826,T00024377,2,FonePay,2025-11-30 17:29:46,1127,success,1011
PE000025827,T00024378,1,FonePay,2024-08-14 20:02:34,1191,retry,2672
PE000025828,T00024378,2,FonePay,2024-08-14 20:02:40,2028,failed,2672
PE000025829,T00024379,1,Khalti,2024-06-30 09:33:35,1360,success,1680
PE000025830,T00024380,1,Cash,2024-10-12 17:26:44,2320,success,9414
PE000025831,T00024381,1,eSewa,2024-02-25 09:44:57,953,success,3884
PE000025832,T00024382,1,IME Pay,2025-02-09 16:31:42,1672,success,10834
PE000025833,T00024383,1,Khalti,2025-06-29 19:38:10,1498,success,263
PE000025834,T00024384,1,ConnectIPS,2024-12-17 12:37:40,1434,success,9154
PE000025835,T00024385,1,Khalti,2025-06-14 14:01:56,2255,success,2307
PE000025836,T00024386,1,Card,2024-10-27 13:11:42,1224,success,7067
PE000025837,T00024387,1,Cash,2024-03-20 14:12:07,1065,success,11256
PE000025838,T00024388,1,IME Pay,2026-03-20 19:57:38,1203,success,1591
PE000025839,T00024389,1,IME Pay,2025-09-16 15:45:55,1428,success,1921
PE000025840,T00024390,1,eSewa,2025-06-29 17:09:22,1841,success,7416
PE000025841,T00024391,1,eSewa,2024-08-31 20:03:33,1496,success,6953
PE000025842,T00024392,1,Khalti,2024-12-04 19:00:29,1070,success,2999
PE000025843,T00024393,1,Khalti,2024-10-18 14:20:57,1814,success,3656
PE000025844,T00024394,1,Cash,2025-06-16 12:35:11,2038,success,5574
PE000025845,T00024395,1,Cash,2024-09-07 12:34:06,1238,success,1298
PE000025846,T00024396,1,Cash,2024-11-10 19:39:44,2575,success,5179
PE000025847,T00024397,1,Khalti,2026-03-19 19:11:08,806,success,19943
PE000025848,T00024398,1,ConnectIPS,2025-04-09 08:17:29,1020,success,1993
PE000025849,T00024399,1,Khalti,2025-03-02 13:59:48,1734,success,12445
PE000025850,T00024400,1,ConnectIPS,2024-08-25 17:20:54,1331,success,525
PE000025851,T00024401,1,Khalti,2024-05-04 19:37:26,1136,success,3124
PE000025852,T00024402,1,FonePay,2025-06-22 18:38:49,1989,success,252
PE000025853,T00024403,1,eSewa,2024-04-20 12:31:50,1746,success,589
PE000025854,T00024404,1,Card,2025-10-31 17:38:34,1472,success,21958
PE000025855,T00024405,1,IME Pay,2025-02-27 10:04:54,1054,success,9969
PE000025856,T00024406,1,eSewa,2026-03-20 15:30:56,1551,success,20222
PE000025857,T00024407,1,Card,2025-04-14 12:02:04,1437,success,12394
PE000025858,T00024408,1,eSewa,2025-10-24 10:23:27,2355,success,9886
PE000025859,T00024409,1,FonePay,2024-06-28 18:52:35,1262,success,2763
PE000025860,T00024410,1,Khalti,2024-01-18 20:39:17,1457,success,2140
PE000025861,T00024411,1,FonePay,2025-10-11 12:53:21,1067,success,18774
PE000025862,T00024412,1,Khalti,2024-01-26 12:15:40,166,success,1739
PE000025863,T00024413,1,Cash,2025-04-12 23:11:59,1533,success,5718
PE000025864,T00024414,1,IME Pay,2024-07-10 18:37:00,1062,success,667
PE000025865,T00024415,1,eSewa,2024-07-31 17:46:03,704,success,3205
PE000025866,T00024416,1,Card,2025-10-19 17:48:38,1182,success,9729
PE000025867,T00024417,1,IME Pay,2024-12-01 16:58:26,1110,success,12053
PE000025868,T00024418,1,Card,2024-09-16 20:37:04,398,retry,20777
PE000025869,T00024418,2,Card,2024-09-16 20:37:10,879,success,20777
PE000025870,T00024419,1,Khalti,2024-07-09 22:08:01,1978,success,1901
PE000025871,T00024420,1,Card,2024-02-25 20:19:23,1752,success,860
PE000025872,T00024421,1,eSewa,2024-05-17 07:51:22,1292,success,5808
PE000025873,T00024422,1,IME Pay,2024-06-10 13:50:04,412,success,2550
PE000025874,T00024423,1,FonePay,2026-01-11 15:36:43,1429,success,1080
PE000025875,T00024424,1,Card,2024-10-18 18:16:12,618,success,1346
PE000025876,T00024425,1,FonePay,2025-03-08 12:27:28,693,success,1741
PE000025877,T00024426,1,Cash,2024-03-02 11:51:17,1311,success,5403
PE000025878,T00024427,1,Khalti,2024-06-29 16:28:57,1373,success,49234
PE000025879,T00024428,1,Cash,2025-03-16 17:47:11,1433,success,407
PE000025880,T00024429,1,FonePay,2026-03-19 18:39:51,1226,success,383
PE000025881,T00024430,1,eSewa,2025-01-07 20:51:35,1104,success,8287
PE000025882,T00024431,1,IME Pay,2026-01-27 19:23:05,850,success,5571
PE000025883,T00024432,1,Card,2024-11-28 18:09:55,1491,success,5571
PE000025884,T00024433,1,ConnectIPS,2024-01-06 17:46:02,1531,success,704
PE000025885,T00024434,1,Cash,2024-10-08 19:53:50,821,success,19053
PE000025886,T00024435,1,FonePay,2026-02-24 16:20:29,1024,success,148
PE000025887,T00024436,1,Cash,2025-06-19 16:41:39,1070,success,10681
PE000025888,T00024437,1,eSewa,2024-05-18 12:43:11,1039,success,16104
PE000025889,T00024438,1,Khalti,2024-01-23 20:56:48,1610,success,18476
PE000025890,T00024439,1,Cash,2024-04-26 15:30:44,1002,success,3778
PE000025891,T00024440,1,eSewa,2024-01-25 19:54:47,736,success,8706
PE000025892,T00024441,1,IME Pay,2024-07-14 13:10:23,994,success,26996
PE000025893,T00024442,1,Card,2026-03-23 17:28:23,1657,success,2239
PE000025894,T00024443,1,FonePay,2024-04-18 13:53:26,314,retry,2329
PE000025895,T00024443,2,FonePay,2024-04-18 13:53:32,1703,retry,2329
PE000025896,T00024443,3,FonePay,2024-04-18 13:53:38,2028,success,2329
PE000025897,T00024444,1,eSewa,2024-02-25 17:44:29,440,success,134
PE000025898,T00024445,1,eSewa,2025-05-28 22:40:59,902,success,1358
PE000025899,T00024446,1,eSewa,2025-03-12 16:28:24,563,success,3554
PE000025900,T00024447,1,IME Pay,2024-12-29 18:29:33,1607,success,17294
PE000025901,T00024448,1,Card,2024-04-09 10:51:50,924,success,280
PE000025902,T00024449,1,FonePay,2025-02-20 18:29:51,1130,success,6964
PE000025903,T00024450,1,Card,2024-05-16 18:02:52,1205,success,8739
PE000025904,T00024451,1,eSewa,2026-03-27 16:19:23,1764,success,3451
PE000025905,T00024452,1,FonePay,2024-06-26 10:49:56,1578,success,58
PE000025906,T00024453,1,eSewa,2026-02-09 08:29:33,1777,success,26256
PE000025907,T00024454,1,eSewa,2025-08-30 18:57:45,1928,success,15926
PE000025908,T00024455,1,Khalti,2025-08-27 15:56:13,747,success,775
PE000025909,T00024456,1,Khalti,2024-10-08 19:32:26,1145,success,7613
PE000025910,T00024457,1,Cash,2025-07-20 18:23:51,1587,success,3358
PE000025911,T00024458,1,Khalti,2024-08-22 16:35:19,1115,success,686
PE000025912,T00024459,1,Card,2025-03-21 07:21:44,426,success,1050
PE000025913,T00024460,1,Card,2024-03-17 17:04:35,830,success,8773
PE000025914,T00024461,1,Card,2025-12-03 18:45:06,2042,success,2391
PE000025915,T00024462,1,IME Pay,2024-04-03 21:26:42,1669,retry,10721
PE000025916,T00024462,2,IME Pay,2024-04-03 21:26:48,1103,success,10721
PE000025917,T00024463,1,Khalti,2025-09-07 18:29:27,1007,success,24374
PE000025918,T00024464,1,Card,2025-01-25 11:59:08,875,success,1654
PE000025919,T00024465,1,Cash,2024-06-13 16:23:07,979,success,2154
PE000025920,T00024466,1,Khalti,2025-07-04 19:35:26,1858,success,6902
PE000025921,T00024467,1,Khalti,2024-12-01 16:20:47,1075,success,6685
PE000025922,T00024468,1,FonePay,2024-04-26 20:41:49,644,success,12271
PE000025923,T00024469,1,FonePay,2025-10-30 14:29:35,1013,success,323
PE000025924,T00024470,1,FonePay,2025-08-26 20:19:05,1167,success,180
PE000025925,T00024471,1,FonePay,2024-08-19 16:40:26,1421,success,6071
PE000025926,T00024472,1,eSewa,2025-08-14 17:13:58,1131,success,234
PE000025927,T00024473,1,eSewa,2025-12-17 11:11:13,1134,success,8006
PE000025928,T00024474,1,FonePay,2024-05-04 10:12:40,1238,success,9387
PE000025929,T00024475,1,Khalti,2025-03-27 15:25:57,2478,success,2642
PE000025930,T00024476,1,Cash,2025-06-24 11:52:43,1071,success,2479
PE000025931,T00024477,1,eSewa,2026-02-05 19:40:19,120,success,4013
PE000025932,T00024478,1,Khalti,2025-01-05 18:32:33,1157,success,3796
PE000025933,T00024479,1,Card,2024-09-13 18:07:31,423,success,1123
PE000025934,T00024480,1,FonePay,2025-01-08 12:07:38,439,success,3211
PE000025935,T00024481,1,eSewa,2025-12-14 17:16:49,607,success,1924
PE000025936,T00024482,1,FonePay,2024-06-04 17:11:26,1607,success,6313
PE000025937,T00024483,1,FonePay,2024-10-06 14:04:52,985,success,8066
PE000025938,T00024484,1,Cash,2026-03-07 20:44:16,217,success,1254
PE000025939,T00024485,1,Khalti,2025-02-23 12:00:53,2740,success,12988
PE000025940,T00024486,1,eSewa,2024-11-09 20:11:32,904,success,21017
PE000025941,T00024487,1,IME Pay,2025-05-03 10:53:28,1191,success,197
PE000025942,T00024488,1,FonePay,2025-03-24 12:12:11,871,success,9443
PE000025943,T00024489,1,Khalti,2025-06-07 08:34:05,1098,success,1598
PE000025944,T00024490,1,ConnectIPS,2025-04-30 19:11:34,687,retry,1533
PE000025945,T00024490,2,ConnectIPS,2025-04-30 19:11:40,2089,retry,1533
PE000025946,T00024490,3,ConnectIPS,2025-04-30 19:11:46,2154,success,1533
PE000025947,T00024491,1,Khalti,2025-04-05 18:58:38,280,success,7155
PE000025948,T00024492,1,IME Pay,2024-06-03 20:09:55,1377,success,1424
PE000025949,T00024493,1,eSewa,2025-06-21 18:12:09,1155,success,13470
PE000025950,T00024494,1,Cash,2024-07-23 09:06:11,1805,success,3522
PE000025951,T00024495,1,eSewa,2025-06-04 13:14:57,1929,success,106
PE000025952,T00024496,1,FonePay,2024-08-22 20:28:26,1532,retry,64
PE000025953,T00024496,2,FonePay,2024-08-22 20:28:32,2430,success,64
PE000025954,T00024497,1,FonePay,2026-03-10 16:46:24,1560,success,699
PE000025955,T00024498,1,Khalti,2024-09-03 16:23:27,915,success,131
PE000025956,T00024499,1,eSewa,2024-12-17 21:21:59,2229,success,18593
PE000025957,T00024500,1,Khalti,2024-05-11 17:52:12,1433,success,4986
PE000025958,T00024501,1,Card,2024-02-10 20:12:35,1484,success,3627
PE000025959,T00024502,1,eSewa,2024-07-02 20:53:26,1100,success,6822
PE000025960,T00024503,1,Khalti,2024-02-01 12:28:16,375,success,10566
PE000025961,T00024504,1,eSewa,2025-01-25 18:09:48,1141,success,6423
PE000025962,T00024505,1,Cash,2024-09-19 18:45:43,752,success,22792
PE000025963,T00024506,1,Khalti,2025-09-27 20:07:22,2615,success,179
PE000025964,T00024507,1,Card,2024-10-18 07:49:17,500,success,2154
PE000025965,T00024508,1,Card,2025-09-01 12:48:05,1374,success,2370
PE000025966,T00024509,1,FonePay,2024-12-06 08:56:09,862,success,4905
PE000025967,T00024510,1,eSewa,2025-05-11 18:35:11,718,success,1961
PE000025968,T00024511,1,Cash,2024-06-15 14:53:20,2100,success,377
PE000025969,T00024512,1,eSewa,2024-03-21 17:30:53,2749,success,3939
PE000025970,T00024513,1,IME Pay,2025-03-13 13:52:19,1293,success,2705
PE000025971,T00024514,1,Cash,2024-10-14 15:59:22,704,success,15917
PE000025972,T00024515,1,Khalti,2024-06-10 16:59:38,1389,success,8381
PE000025973,T00024516,1,Card,2026-03-08 09:22:48,1226,success,14267
PE000025974,T00024517,1,Card,2025-05-15 10:42:00,2059,success,2503
PE000025975,T00024518,1,FonePay,2024-07-17 17:13:24,1727,success,588
PE000025976,T00024519,1,eSewa,2025-06-23 18:32:08,1273,success,2345
PE000025977,T00024520,1,IME Pay,2024-05-19 13:58:41,2227,success,3884
PE000025978,T00024521,1,Khalti,2024-07-16 11:16:20,1243,success,1033
PE000025979,T00024522,1,ConnectIPS,2024-10-27 19:19:33,2062,success,1077
PE000025980,T00024523,1,FonePay,2024-06-09 16:33:59,1235,success,645
PE000025981,T00024524,1,Cash,2024-09-19 09:02:22,874,success,616
PE000025982,T00024525,1,Cash,2025-11-14 19:49:05,1189,success,8535
PE000025983,T00024526,1,Khalti,2025-06-22 09:53:27,1195,success,4997
PE000025984,T00024527,1,eSewa,2024-10-16 21:37:46,927,success,9579
PE000025985,T00024528,1,FonePay,2024-03-23 09:43:38,1864,success,3124
PE000025986,T00024529,1,FonePay,2025-05-04 09:56:12,1252,success,2229
PE000025987,T00024530,1,Card,2026-03-14 18:44:06,930,success,6944
PE000025988,T00024531,1,eSewa,2025-10-12 18:23:12,1875,success,9520
PE000025989,T00024532,1,eSewa,2025-07-30 16:36:41,2148,success,461
PE000025990,T00024533,1,Khalti,2026-02-28 18:44:52,1057,success,2850
PE000025991,T00024534,1,Khalti,2025-10-05 11:07:24,1667,success,4678
PE000025992,T00024535,1,Khalti,2024-06-02 19:24:37,1613,success,7195
PE000025993,T00024536,1,FonePay,2026-02-19 10:56:10,798,success,4809
PE000025994,T00024537,1,eSewa,2025-12-12 10:12:47,1761,success,8228
PE000025995,T00024538,1,eSewa,2025-03-30 20:16:10,1952,success,2724
PE000025996,T00024539,1,eSewa,2025-11-17 19:46:20,754,success,4671
PE000025997,T00024540,1,Card,2025-01-31 15:18:26,1903,success,51
PE000025998,T00024541,1,FonePay,2024-03-31 11:51:26,1194,success,8909
PE000025999,T00024542,1,Card,2026-03-28 18:10:38,963,success,1445
PE000026000,T00024543,1,Cash,2025-07-22 20:04:17,261,success,11230
PE000026001,T00024544,1,Khalti,2025-02-22 18:39:22,1166,success,942
PE000026002,T00024545,1,FonePay,2024-02-23 16:33:25,1724,success,2479
PE000026003,T00024546,1,eSewa,2026-02-08 09:32:39,1437,success,1531
PE000026004,T00024547,1,Cash,2025-03-28 13:19:51,1208,success,12435
PE000026005,T00024548,1,FonePay,2025-09-26 18:00:43,2680,success,5867
PE000026006,T00024549,1,Cash,2025-02-03 14:38:24,1418,success,1209
PE000026007,T00024550,1,Card,2024-01-25 08:19:58,855,success,575
PE000026008,T00024551,1,Card,2024-07-05 17:09:10,1659,success,1227
PE000026009,T00024552,1,eSewa,2024-08-18 20:14:54,1478,success,2163
PE000026010,T00024553,1,Card,2025-03-31 17:15:15,1918,success,793
PE000026011,T00024554,1,Card,2024-12-23 11:48:10,1676,success,5681
PE000026012,T00024555,1,eSewa,2024-12-28 15:19:58,2274,success,9631
PE000026013,T00024556,1,IME Pay,2025-03-26 15:22:01,1199,success,1202
PE000026014,T00024557,1,Card,2024-08-01 17:24:33,1716,success,1022
PE000026015,T00024558,1,Cash,2024-06-14 10:02:35,904,success,16159
PE000026016,T00024559,1,Card,2025-06-26 15:43:06,1229,success,303
PE000026017,T00024560,1,Khalti,2025-05-01 21:07:48,1967,success,746
PE000026018,T00024561,1,Cash,2026-01-04 15:21:16,997,success,8815
PE000026019,T00024562,1,eSewa,2024-12-27 16:51:43,1527,success,4899
PE000026020,T00024563,1,eSewa,2026-03-07 11:47:33,425,success,2521
PE000026021,T00024564,1,Cash,2024-09-28 11:29:38,2426,success,2286
PE000026022,T00024565,1,Khalti,2024-03-03 15:06:04,1519,success,3030
PE000026023,T00024566,1,IME Pay,2025-03-03 15:08:36,2033,success,807
PE000026024,T00024567,1,eSewa,2025-12-19 17:21:20,1063,success,311
PE000026025,T00024568,1,Card,2025-01-30 14:05:41,1344,success,13845
PE000026026,T00024569,1,Card,2025-04-02 12:54:44,2033,success,1183
PE000026027,T00024570,1,IME Pay,2024-06-14 10:27:21,1293,success,1271
